sentence,answer,direction,corpusId,itemId
Las ingenieras pintan con lápices gigantes.,FALSE,left,spanish_ai-human,spanish_ai-human_20
Las palomas viven bajo el agua.,FALSE,left,spanish_ai-human,spanish_ai-human_21
Las cabras comen helado.,FALSE,left,spanish_ai-human,spanish_ai-human_22
El mar se ve de un solo color.,FALSE,left,spanish_ai-human,spanish_ai-human_23
Los canguros habitan en los nevados.,FALSE,left,spanish_ai-human,spanish_ai-human_24
Los camiones andan por el ferrocarril.,FALSE,left,spanish_ai-human,spanish_ai-human_25
Los toros caminan hacia atrás.,FALSE,left,spanish_ai-human,spanish_ai-human_26
Las ranas viven en los volcanes.,FALSE,left,spanish_ai-human,spanish_ai-human_27
Las lombrices tienen plumas.,FALSE,left,spanish_ai-human,spanish_ai-human_28
Los pájaros carpinteros toman leche.,FALSE,left,spanish_ai-human,spanish_ai-human_29
Las guacamayas tienen alas coloridas.,TRUE,right,spanish_ai-human,spanish_ai-human_30
Algunos loros construyen nidos en los árboles para criar a sus crías.,TRUE,right,spanish_ai-human,spanish_ai-human_31
Los colores sirven para dibujar.,TRUE,right,spanish_ai-human,spanish_ai-human_32
Los pelícanos nadan en el agua.,TRUE,right,spanish_ai-human,spanish_ai-human_33
Los osos polares viven en el hielo.,TRUE,right,spanish_ai-human,spanish_ai-human_34
Algunos gatos maúllan para llamar la atención,TRUE,right,spanish_ai-human,spanish_ai-human_35
Los perros son leales y algunas personas los tienen como mascotas.,TRUE,right,spanish_ai-human,spanish_ai-human_36
Algunas personas toman agua de coco cuando tienen sed.,TRUE,right,spanish_ai-human,spanish_ai-human_37
Las pintoras usan brochas para pintar cuadros.,TRUE,right,spanish_ai-human,spanish_ai-human_38
Las mandarinas son anaranjadas y jugosas.,TRUE,right,spanish_ai-human,spanish_ai-human_39
"Las frutas, como los mangos, ofrecen vitaminas y sabores deliciosos.",TRUE,right,spanish_ai-human,spanish_ai-human_40
Los silbidos sircen para llamar a alguien.,TRUE,right,spanish_ai-human,spanish_ai-human_41
El jaguar camina por la nieve.,FALSE,left,spanish_ai-human,spanish_ai-human_42
Las naranjas son verdes por dentro.,FALSE,left,spanish_ai-human,spanish_ai-human_43
Las hojas son saltamontes disfrazados.,FALSE,left,spanish_ai-human,spanish_ai-human_44
Los caimanes conducen automóviles.,FALSE,left,spanish_ai-human,spanish_ai-human_45
Las escobas sirven para detener el tiempo.,FALSE,left,spanish_ai-human,spanish_ai-human_46
Los patos usan zapatos.,FALSE,left,spanish_ai-human,spanish_ai-human_47
Las uvas se comen calientes.,FALSE,left,spanish_ai-human,spanish_ai-human_48
Las avispas cargan piedras.,FALSE,left,spanish_ai-human,spanish_ai-human_49
Las cabras ayudan a resolver misterios en la jungla.,FALSE,left,spanish_ai-human,spanish_ai-human_50
Los pulpos pueden hablar.,FALSE,left,spanish_ai-human,spanish_ai-human_51
Los caracoles son artistas que pintan paisajes en la hierba.,FALSE,left,spanish_ai-human,spanish_ai-human_52
Los burros vuelan en el cielo.,FALSE,left,spanish_ai-human,spanish_ai-human_53
